method,task_idx,preq_em,preq_f1,cum_cost_usd,n_bullets
ours_full,0,1.0000,1.0000,3.292720,6.00
ours_full,1,1.0000,1.0000,3.310222,6.00
ours_full,2,0.6667,0.8889,3.395316,6.00
ours_full,3,0.7500,0.9167,3.410469,6.00
ours_full,4,0.6000,0.8333,3.429703,6.00
ours_full,5,0.6667,0.8611,3.453130,6.00
